0.68866	44.5386	1.49855	339.974
0.684419	22.2695	1.49099	169.987
0.680235	14.8465	1.48352	113.325
0.676106	11.1351	1.47615	84.9944
0.672032	8.90825	1.46887	67.9959
0.668009	7.42374	1.46168	56.6637
0.664038	6.3634	1.45457	48.5694
0.660118	5.56817	1.44756	42.4987
0.656246	4.94968	1.44063	37.777
0.652423	4.4549	1.43378	33.9998
0.648646	4.0501	1.42701	30.9093
0.644916	3.71278	1.42032	28.334
0.64123	3.42737	1.41371	26.1549
0.637588	3.18274	1.40717	24.2871
0.633989	2.97074	1.40071	22.6684
0.630432	2.78525	1.39432	21.252
0.626916	2.62159	1.388	20.0023
0.62344	2.47613	1.38174	18.8915
0.620004	2.34598	1.37556	17.8976
0.616606	2.22885	1.36944	17.0031
0.613246	2.12289	1.36339	16.1939
0.609923	2.02656	1.3574	15.4582
0.606636	1.93861	1.35148	14.7865
0.603385	1.858	1.34561	14.1707
0.600168	1.78384	1.33981	13.6043
0.596986	1.71539	1.33406	13.0814
0.593837	1.65202	1.32838	12.5973
0.59072	1.59318	1.32275	12.1478
0.587636	1.53839	1.31717	11.7292
0.584584	1.48727	1.31165	11.3386
0.581562	1.43944	1.30618	10.9732
0.578571	1.39461	1.30076	10.6307
0.575609	1.35249	1.2954	10.3089
0.572677	1.31286	1.29008	10.006
0.569773	1.27549	1.28482	9.72048
0.566898	1.2402	1.2796	9.4508
0.56405	1.20683	1.27443	9.19571
0.561229	1.17521	1.26931	8.95405
0.558435	1.14521	1.26423	8.72479
0.555667	1.11672	1.2592	8.50699
0.552924	1.08961	1.25422	8.29983
0.550207	1.0638	1.24927	8.10253
0.547515	1.03919	1.24437	7.91441
0.544847	1.01571	1.23951	7.73485
0.542203	0.993262	1.23469	7.56328
0.539582	0.971796	1.22991	7.39916
0.536985	0.951245	1.22518	7.24204
0.53441	0.931551	1.22048	7.09146
0.531857	0.912663	1.21582	6.94703
0.529327	0.894531	1.21119	6.80839
0.526818	0.877111	1.20661	6.67518
0.52433	0.860362	1.20206	6.5471
