0.632502	0.000109112	0.960536	0.000255906
0.632549	0.000218248	0.960568	0.000511839
0.632596	0.000327408	0.960603	0.000767799
0.632643	0.000436593	0.960641	0.00102378
0.63269	0.000545804	0.960683	0.0012798
0.632737	0.000655042	0.960728	0.00153584
0.632784	0.000764306	0.960777	0.0017919
0.632831	0.0008736	0.960828	0.00204799
0.632878	0.000982922	0.960883	0.0023041
0.632925	0.00109227	0.960941	0.00256024
0.632972	0.00120166	0.961003	0.0028164
0.63302	0.00131107	0.961068	0.00307258
0.633067	0.00142052	0.961136	0.00332879
0.633114	0.00153	0.961208	0.00358502
0.633161	0.00163951	0.961282	0.00384127
0.633209	0.00174906	0.961361	0.00409755
0.633256	0.00185864	0.961442	0.00435384
0.633303	0.00196826	0.961527	0.00461016
0.633351	0.00207792	0.961615	0.0048665
0.633398	0.00218761	0.961706	0.00512286
0.633446	0.00229735	0.961801	0.00537924
0.633493	0.00240712	0.961899	0.00563564
0.633541	0.00251693	0.962	0.00589205
0.633589	0.00262679	0.962105	0.00614849
0.633636	0.00273668	0.962213	0.00640495
0.633684	0.00284662	0.962324	0.00666142
0.633732	0.00295661	0.962439	0.00691791
0.633779	0.00306663	0.962557	0.00717442
0.633827	0.00317671	0.962678	0.00743094
0.633875	0.00328682	0.962802	0.00768748
0.633923	0.00339699	0.96293	0.00794404
0.633971	0.0035072	0.963061	0.00820062
0.634019	0.00361746	0.963196	0.0084572
0.634067	0.00372777	0.963334	0.00871381
0.634115	0.00383814	0.963475	0.00897043
0.634163	0.00394855	0.963619	0.00922706
0.634211	0.00405901	0.963767	0.0094837
0.634259	0.00416952	0.963918	0.00974036
0.634307	0.00428009	0.964072	0.00999704
0.634355	0.00439072	0.96423	0.0102537
0.634403	0.00450139	0.964391	0.0105104
0.634451	0.00461213	0.964555	0.0107671
0.6345	0.00472292	0.964722	0.0110238
0.634548	0.00483376	0.964893	0.0112806
0.634596	0.00494467	0.965068	0.0115373
0.634645	0.00505563	0.965245	0.0117941
0.634693	0.00516666	0.965426	0.0120508
0.634742	0.00527774	0.96561	0.0123076
0.63479	0.00538889	0.965797	0.0125644
0.634839	0.00550009	0.965988	0.0128212
0.634887	0.00561136	0.966182	0.013078
0.634936	0.0057227	0.966379	0.0133348
0.634984	0.0058341	0.96658	0.0135916
0.635033	0.00594556	0.966784	0.0138484
0.635082	0.00605709	0.966991	0.0141052
0.635131	0.00616869	0.967202	0.014362
0.635179	0.00628035	0.967416	0.0146189
0.635228	0.00639209	0.967633	0.0148757
0.635277	0.00650389	0.967853	0.0151326
0.635326	0.00661576	0.968077	0.0153894
0.635375	0.0067277	0.968304	0.0156463
0.635424	0.00683972	0.968534	0.0159031
0.635473	0.00695181	0.968768	0.01616
0.635522	0.00706397	0.969005	0.0164168
0.635571	0.0071762	0.969245	0.0166737
0.63562	0.00728851	0.969489	0.0169305
0.635669	0.0074009	0.969735	0.0171874
0.635718	0.00751336	0.969985	0.0174443
0.635767	0.0076259	0.970239	0.0177011
0.635817	0.00773851	0.970495	0.017958
0.635866	0.00785121	0.970755	0.0182149
0.635915	0.00796399	0.971018	0.0184717
0.635965	0.00807684	0.971285	0.0187286
0.636014	0.00818978	0.971555	0.0189854
0.636063	0.0083028	0.971828	0.0192423
0.636113	0.0084159	0.972104	0.0194991
0.636162	0.00852908	0.972384	0.019756
0.636212	0.00864235	0.972667	0.0200128
